  "logmstar"         "rekpc"             "elogmstar"          "erekpc"              "weights"           
  10.4236808569979   2.9117527553028     0.127313368592429    0.0617048492524118    1.0               
  10.7125906886575   3.7333962744634     0.119009267168967    0.0226964137569379    1.0               
  10.892880358458    4.31563868982947    0.129264063804011    0.0985692896848377    1.0               
  9.84300806260293   2.0847757319584     0.128251403703159    0.0314381470317849    1.0               
  10.59699761941     2.54656145439856    0.115471162067513    0.0249218647672457    1.0               
  9.91529008708617   1.22438554107786    0.127229497442303    0.0108536422417587    1.0               
  10.8732126104622   8.651171815259      0.119227102181267    0.28993024609466      1.0               
  11.110330214207    6.29015340138637    0.114636272105398    0.104668307663229     1.0               
  10.1232881921834   1.51169361405967    0.128666112181866    0.0224669201657054    1.0               
  10.3804007022795   4.29161716857486    0.119348527278974    0.199427488703247     1.0               
  10.4124425685669   2.87004571210968    0.118500497960521    0.0521171103721837    1.0               
  10.6173577301289   3.07760656705212    0.12426030713374     0.0588828489642352    1.0               
  10.0865977080206   1.59964724301467    0.118827791956519    0.0104267923424453    1.0               
  10.5710286624898   2.38856391257542    0.128460148386525    0.0334231831844636    1.0               
  10.4935368122321   1.63118440427584    0.0984428647968092   0.0230175431113304    1.0               
  10.317839235252    1.86395968043909    0.115602711539748    0.0223868032573061    1.0               
  10.8728492774832   5.01853203977735    0.104913341831201    0.115709399354078     1.0               
  9.84400108139658   1.45376777972885    0.116806947862272    0.0241737433742282    1.0               
  10.8259640734771   5.61709939095053    0.114247694716264    0.0850743964168835    1.0               
  10.5398811787703   2.85018721912939    0.116668235403048    0.0342953771846053    1.0               
  11.2826906182645   9.69896661749163    0.11741311184854     0.0774980762869079    1.0               
  11.1859715442242   9.46519605993454    0.124131262770378    0.149882720259419     1.0               
  10.109339705426    0.824396560003779   0.105921223626058    0.0109341592914148    1.0               
  10.6353059958239   2.64798774125389    0.119038342547355    0.022317622841234     1.0               
  10.9739577448402   5.4233932906703     0.119754917393069    0.066696748912514     1.0               
  11.0151864521444   4.29891115268351    0.107824236463992    0.0461923939764494    1.0               
  10.3105672637745   1.50425023903662    0.118887328251202    0.00993108546968627   1.0               
  10.860855805311    3.96422623620448    0.121567344610974    0.027633631481334     1.0               
  10.4245536667428   2.75792427084379    0.128272159693789    0.0643402022103165    1.0               
  10.1470290323543   1.74542118226329    0.104406301909455    0.0258574171650596    1.0               
  10.7234945957641   6.32774653696453    0.189703894671967    0.0655739186455444    1.0               
  10.7462271630687   3.60669091854185    0.109669496890761    0.0795200618951923    1.0               
  10.3331406930298   1.39143915283311    0.109807964547253    0.0228678579536549    1.0               
  10.2408311788665   5.72625236360938    0.135002869798614    0.277830369940458     1.0               
  10.3590886816951   1.75079433443489    0.103364698131096    0.0222319394925415    1.0               
  10.4258081002225   3.37669210228885    0.110258704497449    0.0747009421478597    1.0               
  10.1244204986525   4.70909183411634    0.105447227392286    0.290348331202926     1.0               
  10.9856450412335   3.59834311959945    0.102566913466299    0.035920327917221     1.0               
  10.2431905218023   1.93241281888242    0.106911265602544    0.0335553153056181    1.0               
  10.9283743157728   5.97007697290427    0.10751902643223     0.0933683177363329    1.0               
  10.6261025151515   3.52819765155275    0.116321556004652    0.109137933163676     1.0               
  10.5958240776046   1.82674726860238    0.109139579257085    0.0257494744485552    1.0               
  10.6351102052943   3.53943046232072    0.108872167405509    0.0690717325972128    1.0               
  10.5517873498245   3.32608578303566    0.112853423677434    0.0917260934202429    1.0               
  10.4218727854302   2.66975088160664    0.108967262360084    0.0312176223210249    1.0               
  10.7035127956606   3.74254086864881    0.105336487216959    0.0545119364463307    1.0               
  10.3607247970652   2.01698845925578    0.109246276967755    0.0204495545936848    1.0               
  10.4846616449144   3.29446593825569    0.117615662919434    0.0559272462254472    1.0               
  9.91475301656931   1.91103061069224    0.10237104428507     0.0460229500995262    1.0               
  10.2967781381531   1.66454074072066    0.131682751493076    0.0130992097043358    1.0               
  10.2227569874872   1.80877822432667    0.0953004259777429   0.0250484564694493    1.0               
  10.8546380654459   3.99263780066577    0.105515587092225    0.0258253581669499    1.0               
  10.3090698315367   1.79876070175671    0.107323754608293    0.0188116871774426    1.0               
  10.823284728112    4.36010883497225    0.123711563398402    0.0658837681180003    1.0               
  10.2371088364927   2.67027928626796    0.121154235064965    0.0263941400770788    1.0               
  10.3408233178868   1.64171289177827    0.11065181085808     0.0140947697606999    1.0               
  11.1572442762294   6.91306017124701    0.135216343972219    0.0441076045784512    1.0               
  9.76314580507595   1.86738116757507    0.121066254024081    0.0211595169653593    1.0               
  9.91140410659962   0.970178958207178   0.127086166023022    0.0107619911418575    1.0               
  10.4975670369488   3.16170230341463    0.120253624816311    0.137066764809209     1.0               
  11.1264893104149   5.9750939486085     0.11041324280946     0.0470527481433456    1.0               
  9.56999605755373   1.94121776504861    0.116860425686942    0.0646915515556998    1.0               
